ID Cliente,Cor do Cabelo,Cor dos Olhos,Cor da Pele,Altura (cm),Peso (kg),Tatuagens,Piercings,Tipo Sanguíneo,Tipo de Pele
391,Preto,Castanho,Branca,161.03,100.91,4,2,B-,Oleosa
392,Loiro,Preto,Amarela,195.24,40.16,3,3,B-,Mista
393,Ruivo,Castanho,Parda,150.86,41.65,3,1,O-,Normal
394,Preto,Castanho,Indígena,161.72,83.88,3,3,O-,Mista
395,Ruivo,Verde,Amarela,174.3,70.15,0,3,B-,Seca
396,Ruivo,Azul,Branca,160.94,103.46,1,1,A-,Normal
397,Ruivo,Castanho,Negra,197.43,99.5,5,3,B+,Normal
398,Loiro,Azul,Branca,175.48,119.53,0,0,O-,Mista
399,Ruivo,Preto,Amarela,196.7,76.27,2,1,B-,Mista
400,Loiro,Preto,Branca,155.49,87.5,0,0,AB+,Seca
401,Castanho,Castanho,Negra,186.06,88.97,4,3,A-,Seca
402,Preto,Azul,Branca,176.1,40.27,5,2,AB+,Seca
403,Preto,Castanho,Negra,184.5,81.69,1,0,AB-,Normal
404,Castanho,Castanho,Indígena,163.59,101.45,2,1,A+,Seca
405,Loiro,Verde,Indígena,182.91,85.45,3,0,B+,Mista
406,Preto,Preto,Amarela,189.97,47.2,5,2,O-,Normal
407,Loiro,Azul,Amarela,187.32,60.17,5,2,AB-,Oleosa
408,Loiro,Preto,Parda,151.01,72.5,3,0,A+,Seca
409,Loiro,Verde,Negra,178.36,40.21,5,3,B+,Normal
410,Castanho,Preto,Amarela,194.24,86.37,2,0,O+,Normal
411,Castanho,Verde,Indígena,162.06,108.47,2,3,A+,Normal
412,Loiro,Preto,Negra,164.14,47.39,5,0,A+,Mista
413,Ruivo,Azul,Parda,190.49,85.42,0,2,A+,Mista
414,Castanho,Verde,Branca,187.89,99.31,4,1,O-,Normal
415,Ruivo,Preto,Parda,183.42,52.18,5,1,B+,Mista
416,Ruivo,Verde,Parda,177.8,58.81,5,1,B+,Normal
417,Loiro,Azul,Indígena,180.68,94.84,1,2,A+,Mista
418,Ruivo,Preto,Indígena,189.95,56.12,1,2,O-,Normal
419,Ruivo,Castanho,Indígena,176.5,76.54,3,2,A-,Oleosa
420,Ruivo,Azul,Branca,159.15,106.53,4,2,B+,Normal
421,Loiro,Azul,Branca,174.85,93.86,4,1,A-,Normal
422,Loiro,Azul,Branca,176.42,115.61,0,0,AB+,Normal
423,Castanho,Azul,Parda,157.45,86.17,0,2,AB-,Oleosa
424,Castanho,Castanho,Amarela,150.98,76.79,0,2,B+,Mista
425,Ruivo,Preto,Amarela,188.42,97.31,1,3,B-,Oleosa
426,Loiro,Azul,Amarela,188.48,43.58,4,3,AB-,Oleosa
427,Loiro,Preto,Amarela,170.99,40.71,5,2,O+,Normal
428,Ruivo,Verde,Parda,167.06,103.61,1,3,A+,Normal
429,Castanho,Azul,Amarela,174.05,66.95,3,3,B+,Mista
430,Loiro,Azul,Negra,159.37,83.47,1,0,B-,Oleosa
431,Castanho,Preto,Negra,186.63,107.41,0,0,B-,Normal
432,Ruivo,Castanho,Indígena,186.04,46.58,0,1,A-,Oleosa
433,Loiro,Verde,Indígena,171.24,108.37,2,3,AB-,Seca
434,Ruivo,Castanho,Branca,184.8,112.78,0,1,O-,Mista
435,Preto,Preto,Negra,163.6,74.02,1,0,AB-,Mista
436,Ruivo,Azul,Branca,159.97,120.0,1,2,A-,Seca
437,Ruivo,Preto,Indígena,170.1,71.08,2,2,O-,Mista
438,Ruivo,Preto,Indígena,192.1,43.25,3,3,AB-,Seca
439,Loiro,Preto,Parda,180.08,41.84,0,3,O-,Normal
440,Ruivo,Preto,Amarela,178.2,87.74,0,1,A+,Normal
441,Ruivo,Azul,Amarela,154.8,107.29,4,3,B-,Normal
442,Preto,Verde,Parda,173.59,87.16,2,2,B+,Normal
443,Loiro,Azul,Amarela,159.81,62.19,1,2,B-,Seca
444,Preto,Preto,Negra,162.24,57.53,1,0,A+,Seca
445,Ruivo,Preto,Indígena,152.29,74.76,0,0,A+,Oleosa
446,Loiro,Azul,Indígena,166.81,111.23,0,3,O+,Mista
447,Preto,Castanho,Parda,173.57,97.84,1,0,A+,Normal
448,Ruivo,Castanho,Branca,162.06,59.55,4,2,AB+,Mista
449,Castanho,Castanho,Negra,166.67,75.65,5,3,A-,Oleosa
450,Preto,Preto,Parda,161.38,114.37,4,0,O-,Seca
451,Loiro,Azul,Amarela,197.88,81.87,1,0,AB-,Normal
452,Preto,Azul,Parda,150.82,46.81,2,2,A+,Normal
453,Preto,Castanho,Branca,153.81,47.4,1,1,B+,Mista
454,Preto,Castanho,Indígena,178.26,88.33,1,1,AB+,Seca
455,Castanho,Azul,Indígena,156.85,91.66,0,0,A-,Oleosa
456,Loiro,Preto,Indígena,170.54,95.54,4,1,B-,Seca
457,Loiro,Castanho,Indígena,152.19,66.38,5,1,A+,Oleosa
458,Loiro,Verde,Indígena,173.35,51.32,1,3,A+,Seca
459,Ruivo,Verde,Amarela,176.75,85.87,5,3,O-,Normal
460,Loiro,Azul,Parda,186.93,104.39,5,0,O+,Normal
461,Loiro,Preto,Parda,155.13,52.01,0,0,O-,Seca
462,Castanho,Verde,Amarela,199.49,41.45,5,1,AB-,Mista
463,Ruivo,Castanho,Parda,177.43,90.87,3,2,O-,Seca
464,Ruivo,Preto,Negra,185.92,104.39,4,3,AB-,Seca
465,Preto,Azul,Negra,161.04,93.18,0,3,AB-,Mista
466,Ruivo,Castanho,Branca,160.73,45.47,5,0,AB-,Mista
467,Ruivo,Preto,Negra,168.54,56.28,5,1,A+,Oleosa
468,Castanho,Azul,Amarela,151.83,101.01,3,1,AB-,Seca
469,Loiro,Preto,Indígena,150.58,62.22,1,0,A-,Oleosa
470,Ruivo,Verde,Parda,179.37,72.89,3,3,AB+,Oleosa
471,Ruivo,Verde,Indígena,156.01,75.72,0,2,AB-,Oleosa
472,Castanho,Azul,Indígena,164.02,70.0,1,3,A+,Normal
473,Ruivo,Verde,Parda,179.43,85.98,4,0,AB+,Mista
474,Ruivo,Azul,Branca,172.49,87.78,4,0,O-,Seca
475,Castanho,Verde,Parda,160.45,62.67,5,1,B+,Oleosa
476,Preto,Preto,Parda,167.04,111.25,5,3,B-,Normal
477,Preto,Preto,Negra,161.84,61.87,5,1,O+,Normal
478,Ruivo,Azul,Branca,155.94,72.35,0,3,O+,Mista
479,Ruivo,Castanho,Parda,190.27,75.33,5,0,AB+,Seca
480,Loiro,Preto,Parda,189.55,97.29,5,2,O+,Mista
481,Ruivo,Preto,Amarela,176.84,47.64,3,3,B+,Normal
482,Loiro,Azul,Amarela,181.46,84.04,1,0,O-,Oleosa
483,Preto,Azul,Negra,188.05,61.36,5,1,B+,Seca
484,Ruivo,Castanho,Negra,152.21,91.52,3,1,O+,Normal
485,Ruivo,Azul,Parda,184.45,41.28,4,3,AB-,Seca
486,Castanho,Castanho,Parda,177.05,51.14,0,2,A-,Oleosa
487,Ruivo,Azul,Indígena,182.86,101.6,3,1,A-,Oleosa
488,Preto,Preto,Branca,184.79,112.82,5,2,AB+,Seca
489,Ruivo,Azul,Negra,150.32,95.1,4,3,B+,Mista
490,Loiro,Verde,Parda,192.1,52.18,4,0,A+,Mista
491,Ruivo,Preto,Negra,190.85,51.02,5,2,AB+,Seca
492,Loiro,Verde,Branca,160.82,57.8,2,1,B-,Oleosa
493,Castanho,Verde,Negra,170.59,75.74,5,3,AB+,Normal
494,Ruivo,Azul,Indígena,166.54,113.8,3,3,AB-,Mista
495,Castanho,Azul,Indígena,154.44,63.12,3,1,A+,Seca
496,Castanho,Verde,Negra,179.14,40.09,3,0,AB+,Mista
497,Ruivo,Preto,Branca,196.24,116.88,1,0,O+,Seca
498,Loiro,Azul,Indígena,163.88,71.29,0,0,B+,Seca
499,Ruivo,Preto,Branca,171.36,42.69,0,3,A-,Oleosa
500,Loiro,Azul,Indígena,167.45,67.73,0,1,O-,Oleosa
501,Castanho,Verde,Indígena,167.84,110.98,2,3,O+,Normal
502,Preto,Verde,Negra,172.62,79.75,1,2,AB+,Mista
503,Ruivo,Azul,Branca,184.8,95.11,0,2,B-,Seca
504,Preto,Verde,Amarela,151.34,112.39,2,2,AB+,Seca
505,Loiro,Azul,Branca,154.88,77.41,5,2,B-,Normal
506,Ruivo,Castanho,Parda,181.36,103.17,5,3,AB+,Mista
507,Preto,Azul,Negra,151.07,68.68,0,2,A-,Normal
508,Preto,Preto,Parda,163.76,117.68,0,2,O+,Seca
509,Ruivo,Verde,Indígena,158.6,72.93,3,2,O+,Seca
510,Preto,Azul,Amarela,157.85,52.78,0,0,O-,Normal
511,Ruivo,Azul,Amarela,186.87,114.44,3,0,AB+,Normal
512,Preto,Azul,Indígena,186.62,67.56,0,3,A+,Oleosa
513,Castanho,Preto,Negra,159.79,76.35,3,3,O-,Mista
514,Ruivo,Verde,Amarela,160.45,40.67,1,1,O+,Normal
515,Castanho,Azul,Parda,156.63,46.98,2,3,AB-,Oleosa
516,Castanho,Verde,Branca,173.04,89.58,4,1,AB-,Seca
517,Preto,Preto,Branca,183.08,119.4,2,3,O-,Mista
518,Loiro,Castanho,Amarela,161.28,84.8,0,2,AB+,Oleosa
519,Castanho,Preto,Amarela,156.73,51.16,5,2,A-,Normal
520,Castanho,Castanho,Amarela,155.89,96.1,5,1,A-,Normal
521,Castanho,Azul,Parda,195.61,48.57,4,2,A+,Mista
522,Loiro,Verde,Branca,160.21,49.3,4,3,O+,Normal
523,Loiro,Castanho,Negra,181.36,73.49,2,2,O+,Mista
524,Castanho,Verde,Parda,194.01,45.56,0,0,O-,Mista
525,Loiro,Azul,Branca,164.98,54.14,1,3,B+,Seca
526,Loiro,Verde,Parda,184.34,90.52,1,0,O+,Mista
527,Loiro,Castanho,Branca,157.7,66.19,3,2,AB+,Mista
528,Ruivo,Azul,Negra,153.16,85.16,0,1,A-,Normal
529,Castanho,Azul,Branca,195.06,62.95,4,2,O-,Normal
530,Loiro,Castanho,Parda,173.69,109.3,2,1,B-,Oleosa
531,Ruivo,Verde,Negra,150.38,71.81,0,2,O-,Normal
532,Preto,Preto,Indígena,168.73,110.67,0,0,AB-,Seca
533,Preto,Verde,Parda,176.65,44.87,4,3,B-,Normal
534,Loiro,Castanho,Parda,184.22,88.13,0,3,O-,Seca
535,Castanho,Verde,Amarela,194.65,57.53,4,2,O-,Seca
536,Loiro,Preto,Indígena,155.43,61.16,2,2,A+,Seca
537,Preto,Verde,Branca,188.22,72.67,5,3,A-,Mista
538,Castanho,Azul,Parda,160.59,44.3,2,1,B+,Seca
539,Castanho,Verde,Branca,157.69,50.22,2,3,AB+,Mista
540,Preto,Azul,Amarela,155.42,59.38,2,2,B-,Oleosa
541,Ruivo,Preto,Branca,161.46,51.47,2,3,A-,Oleosa
542,Ruivo,Verde,Indígena,190.63,46.93,3,0,O+,Seca
543,Loiro,Azul,Parda,163.31,47.18,4,3,AB+,Oleosa
544,Castanho,Preto,Negra,176.01,110.32,3,3,AB-,Seca
545,Loiro,Azul,Indígena,177.75,112.59,1,2,B+,Mista
546,Castanho,Azul,Branca,183.86,56.04,4,1,AB+,Oleosa
547,Preto,Azul,Branca,197.5,112.33,3,2,B-,Mista
548,Castanho,Verde,Negra,196.6,85.42,2,0,O-,Mista
549,Castanho,Azul,Negra,194.95,119.22,2,3,A+,Normal
550,Preto,Castanho,Indígena,195.86,90.17,3,1,AB+,Normal
551,Ruivo,Preto,Amarela,199.22,45.49,0,0,O-,Mista
552,Preto,Preto,Negra,194.32,47.17,4,3,A+,Seca
553,Castanho,Verde,Negra,157.87,42.35,1,0,AB+,Oleosa
554,Preto,Verde,Parda,199.86,112.36,3,3,A+,Seca
555,Castanho,Verde,Amarela,176.64,115.72,3,3,O-,Oleosa
556,Ruivo,Castanho,Negra,178.36,97.23,3,3,B-,Normal
557,Ruivo,Preto,Amarela,197.68,40.92,0,0,O+,Mista
558,Castanho,Preto,Negra,171.24,98.83,1,1,AB-,Seca
559,Ruivo,Verde,Amarela,180.55,74.82,3,2,A-,Normal
560,Preto,Verde,Parda,189.74,66.01,3,0,O-,Seca
561,Ruivo,Azul,Negra,163.96,116.46,5,0,AB-,Normal
562,Loiro,Verde,Negra,163.01,101.75,5,3,O+,Oleosa
563,Ruivo,Preto,Branca,160.71,98.44,0,1,B+,Mista
564,Loiro,Azul,Indígena,186.67,117.88,5,3,O+,Normal
565,Preto,Castanho,Negra,188.59,60.68,5,1,B+,Normal
566,Ruivo,Castanho,Branca,151.0,70.55,4,1,A+,Normal
567,Ruivo,Preto,Amarela,170.29,43.68,4,1,B-,Seca
568,Ruivo,Azul,Branca,168.78,110.03,3,1,B+,Mista
569,Preto,Verde,Amarela,176.77,92.41,1,2,O-,Mista
570,Preto,Verde,Indígena,196.36,111.51,3,2,B-,Seca
571,Loiro,Azul,Indígena,193.74,118.28,1,0,AB-,Normal
572,Castanho,Azul,Negra,155.77,73.52,4,1,O-,Seca
573,Preto,Castanho,Negra,184.73,57.5,2,1,A-,Oleosa
574,Ruivo,Verde,Branca,195.04,90.72,3,3,B+,Normal
575,Loiro,Preto,Amarela,161.49,70.63,0,2,AB-,Seca
576,Ruivo,Verde,Parda,185.01,117.31,1,1,O+,Seca
577,Ruivo,Castanho,Indígena,197.48,48.57,5,2,O-,Normal
578,Preto,Azul,Amarela,155.66,47.05,3,0,B+,Seca
579,Castanho,Verde,Indígena,173.97,58.93,3,1,A-,Mista
580,Ruivo,Azul,Negra,195.47,69.28,3,1,B+,Oleosa
581,Preto,Verde,Parda,179.03,97.53,4,0,B-,Normal
582,Loiro,Preto,Amarela,186.88,103.88,1,1,A+,Seca
583,Ruivo,Preto,Indígena,156.76,118.64,0,3,A+,Mista
584,Loiro,Verde,Negra,175.9,117.12,2,2,AB-,Oleosa
585,Preto,Verde,Parda,176.95,64.73,2,1,O-,Mista
586,Preto,Azul,Negra,161.59,107.63,3,1,AB-,Mista
587,Preto,Azul,Parda,156.32,60.76,1,3,A-,Normal
588,Preto,Castanho,Amarela,195.4,67.98,3,1,AB-,Mista
589,Preto,Castanho,Amarela,175.42,116.89,0,2,B-,Oleosa
590,Castanho,Verde,Amarela,180.35,46.65,1,2,B+,Oleosa
591,Loiro,Preto,Indígena,194.22,119.93,4,0,AB+,Seca
592,Castanho,Castanho,Parda,162.07,82.78,4,2,B+,Normal
593,Loiro,Castanho,Indígena,177.61,53.05,3,3,AB-,Mista
594,Ruivo,Preto,Amarela,166.96,65.43,5,1,O+,Normal
595,Ruivo,Azul,Parda,176.88,48.12,2,2,O+,Normal
596,Loiro,Azul,Branca,162.98,94.35,0,0,A+,Seca
597,Ruivo,Azul,Negra,166.6,106.08,1,1,A+,Seca
598,Ruivo,Verde,Branca,156.81,93.45,5,1,A+,Normal
599,Ruivo,Verde,Parda,158.92,54.66,1,1,AB-,Mista
600,Castanho,Azul,Amarela,171.39,76.25,1,1,O-,Oleosa
601,Castanho,Preto,Amarela,192.51,40.3,5,2,B-,Mista
602,Preto,Azul,Parda,160.27,71.36,5,3,O+,Normal
603,Loiro,Azul,Negra,190.14,73.46,5,3,A+,Normal
604,Ruivo,Verde,Amarela,161.03,104.74,2,0,B-,Mista
605,Loiro,Preto,Branca,181.81,114.8,5,2,A+,Oleosa
606,Preto,Castanho,Negra,175.9,114.55,3,3,B-,Normal
607,Preto,Preto,Amarela,181.24,102.65,0,2,AB+,Normal
608,Ruivo,Verde,Parda,153.57,116.22,2,0,A-,Oleosa
609,Preto,Castanho,Branca,186.05,108.47,2,1,B-,Normal
610,Ruivo,Verde,Parda,177.34,62.08,3,2,O+,Mista
611,Preto,Azul,Amarela,186.89,46.13,3,2,AB-,Seca
612,Preto,Castanho,Negra,166.09,114.13,1,2,B-,Oleosa
613,Ruivo,Verde,Amarela,158.23,110.35,3,2,B+,Oleosa
614,Preto,Azul,Amarela,163.82,110.71,3,3,AB-,Oleosa
615,Preto,Verde,Indígena,192.36,72.7,1,0,O+,Oleosa
616,Preto,Preto,Amarela,151.5,83.66,5,1,AB+,Oleosa
617,Loiro,Verde,Negra,188.27,80.85,1,0,O-,Normal
618,Castanho,Preto,Branca,189.0,107.54,0,0,O-,Oleosa
619,Loiro,Verde,Parda,188.77,103.21,2,3,A+,Seca
620,Preto,Azul,Parda,184.54,63.48,5,0,O-,Mista
621,Castanho,Preto,Indígena,193.14,77.37,0,3,A+,Mista
622,Loiro,Preto,Negra,186.15,46.44,0,2,O+,Mista
623,Loiro,Azul,Amarela,154.18,52.77,3,0,A+,Oleosa
624,Loiro,Preto,Branca,158.25,44.81,3,1,A+,Seca
625,Ruivo,Verde,Indígena,187.11,56.62,0,3,O-,Normal
626,Preto,Verde,Parda,181.85,41.2,5,2,AB+,Oleosa
627,Preto,Preto,Parda,154.05,73.02,2,2,O+,Seca
628,Castanho,Verde,Parda,184.4,114.61,1,2,A-,Mista
629,Loiro,Preto,Amarela,174.04,104.5,5,2,AB+,Normal
630,Preto,Castanho,Amarela,190.27,64.26,5,3,B-,Mista
631,Loiro,Verde,Amarela,171.95,85.25,0,3,B-,Oleosa
632,Preto,Preto,Amarela,194.71,119.47,2,0,O-,Mista
633,Loiro,Verde,Amarela,182.38,117.88,1,1,A+,Normal
634,Preto,Castanho,Parda,152.86,50.04,2,0,A+,Seca
635,Castanho,Castanho,Branca,181.54,65.06,4,1,AB+,Normal
636,Loiro,Verde,Parda,198.43,61.75,1,0,A-,Oleosa
637,Preto,Castanho,Amarela,151.29,56.76,0,1,O-,Seca
638,Castanho,Verde,Negra,157.49,44.29,4,3,AB+,Oleosa
639,Castanho,Azul,Parda,167.67,98.08,3,0,AB+,Mista
640,Preto,Azul,Branca,168.95,110.3,4,3,B-,Mista
641,Loiro,Castanho,Parda,155.76,100.31,5,2,O+,Oleosa
642,Ruivo,Verde,Amarela,195.71,83.81,3,0,O-,Oleosa
643,Castanho,Azul,Amarela,182.28,115.8,1,3,A-,Oleosa
644,Castanho,Preto,Negra,187.63,52.07,3,3,O+,Seca
645,Preto,Preto,Indígena,163.04,66.9,2,0,B-,Mista
646,Ruivo,Preto,Negra,154.25,90.98,3,1,O-,Oleosa
647,Ruivo,Verde,Indígena,190.64,107.48,0,1,O+,Mista
648,Ruivo,Castanho,Negra,180.02,88.37,2,1,B+,Seca
649,Preto,Verde,Branca,178.82,100.1,3,1,A-,Oleosa
650,Loiro,Castanho,Indígena,173.84,53.09,2,0,AB-,Normal
651,Castanho,Verde,Indígena,174.56,60.54,3,2,O-,Seca
652,Preto,Verde,Parda,195.51,102.85,4,3,O-,Oleosa
653,Ruivo,Verde,Negra,153.83,41.38,4,2,AB+,Normal
654,Castanho,Azul,Indígena,158.79,71.97,3,2,A+,Seca
655,Castanho,Preto,Indígena,188.16,95.28,4,3,AB-,Oleosa
656,Ruivo,Preto,Branca,175.07,104.08,4,2,AB+,Normal
657,Ruivo,Verde,Branca,189.42,91.43,3,1,AB-,Mista
658,Castanho,Preto,Amarela,165.71,47.04,0,0,O+,Oleosa
659,Castanho,Preto,Branca,173.44,49.9,1,2,O+,Mista
660,Loiro,Castanho,Parda,175.36,93.65,3,2,A-,Seca
661,Loiro,Azul,Parda,173.37,89.0,4,2,B+,Normal
662,Preto,Preto,Indígena,152.21,101.93,4,2,AB+,Seca
663,Castanho,Verde,Branca,152.44,83.74,1,2,O-,Mista
664,Loiro,Verde,Branca,183.1,46.42,0,2,AB+,Normal
665,Castanho,Castanho,Indígena,194.29,51.74,0,0,A-,Seca
666,Ruivo,Preto,Negra,168.89,59.93,2,1,AB+,Oleosa
667,Loiro,Verde,Parda,181.83,108.57,4,3,B+,Seca
668,Ruivo,Verde,Indígena,154.43,74.32,1,1,O-,Normal
669,Ruivo,Azul,Negra,186.19,64.54,3,2,AB-,Seca
670,Ruivo,Preto,Negra,163.75,66.99,5,3,B-,Oleosa
671,Preto,Azul,Indígena,157.5,86.94,4,0,A-,Seca
672,Ruivo,Azul,Amarela,168.89,63.0,5,3,AB+,Oleosa
673,Preto,Preto,Negra,156.15,109.95,1,3,A-,Normal
674,Castanho,Azul,Parda,170.65,80.22,3,3,O-,Seca
675,Castanho,Preto,Negra,189.89,54.3,5,2,B+,Seca
676,Loiro,Preto,Parda,175.58,45.18,1,1,O+,Mista
677,Loiro,Preto,Parda,199.53,81.35,5,1,B-,Mista
678,Preto,Azul,Amarela,168.48,86.93,0,1,AB+,Oleosa
679,Castanho,Preto,Negra,152.45,73.58,2,3,B+,Mista
680,Loiro,Preto,Indígena,165.51,41.86,4,3,A-,Seca
681,Loiro,Verde,Negra,158.51,72.41,1,1,B+,Oleosa
682,Loiro,Azul,Branca,178.84,60.77,5,0,B+,Mista
683,Castanho,Azul,Branca,186.48,101.93,1,2,B-,Oleosa
684,Loiro,Preto,Branca,177.63,67.79,5,3,B-,Mista
685,Castanho,Verde,Indígena,151.97,47.87,4,0,B+,Seca
686,Ruivo,Verde,Branca,173.49,48.06,0,0,A-,Mista
687,Ruivo,Castanho,Indígena,170.34,43.5,5,1,AB-,Oleosa
688,Ruivo,Castanho,Amarela,162.02,47.29,5,1,A+,Oleosa
689,Preto,Verde,Amarela,180.11,105.21,1,3,A+,Normal
690,Castanho,Azul,Branca,180.71,69.69,3,3,O-,Mista
691,Loiro,Azul,Negra,173.0,55.69,0,1,A-,Normal
692,Preto,Preto,Parda,167.75,99.98,3,3,B-,Oleosa
693,Preto,Castanho,Parda,199.94,46.58,2,0,B+,Oleosa
694,Ruivo,Verde,Branca,188.62,98.1,4,1,A+,Normal
695,Castanho,Preto,Negra,188.93,59.77,1,1,AB+,Oleosa
696,Loiro,Azul,Negra,197.66,42.34,2,1,AB+,Seca
697,Preto,Preto,Branca,192.81,96.66,0,0,AB+,Normal
698,Loiro,Preto,Parda,176.29,44.08,0,3,AB-,Normal
699,Ruivo,Verde,Branca,156.29,88.9,2,2,O+,Normal
700,Castanho,Preto,Amarela,153.04,116.08,0,2,O-,Oleosa
701,Loiro,Verde,Amarela,190.1,73.91,3,0,O-,Oleosa
702,Loiro,Castanho,Negra,196.41,105.9,5,3,A-,Normal
703,Preto,Preto,Parda,193.26,59.18,5,0,AB-,Normal
704,Loiro,Azul,Branca,162.64,51.38,1,3,AB+,Normal
705,Castanho,Azul,Branca,176.43,97.08,4,0,A-,Mista
706,Castanho,Preto,Branca,194.51,91.35,0,3,O-,Seca
707,Loiro,Castanho,Indígena,195.76,80.42,0,3,O+,Oleosa
708,Preto,Azul,Amarela,186.93,44.23,4,0,O+,Seca
709,Preto,Castanho,Branca,163.08,44.68,3,0,A+,Normal
710,Ruivo,Preto,Branca,186.66,53.05,1,2,AB+,Oleosa
711,Castanho,Castanho,Indígena,198.11,119.96,1,0,AB-,Seca
712,Ruivo,Verde,Indígena,182.19,56.13,4,1,O+,Mista
713,Preto,Azul,Negra,177.37,87.57,1,0,B-,Seca
714,Ruivo,Castanho,Branca,173.68,84.06,2,0,A-,Seca
715,Preto,Azul,Indígena,194.02,87.38,3,1,A-,Normal
716,Ruivo,Castanho,Amarela,162.45,88.35,0,1,O+,Oleosa
717,Ruivo,Azul,Negra,159.69,116.64,4,2,AB+,Oleosa
718,Castanho,Azul,Indígena,185.91,46.41,1,2,AB-,Oleosa
719,Castanho,Preto,Parda,159.38,104.61,0,0,O-,Oleosa
720,Ruivo,Castanho,Parda,182.39,42.59,0,3,O+,Oleosa
721,Preto,Preto,Amarela,169.99,41.06,4,3,O-,Oleosa
722,Preto,Azul,Indígena,162.11,63.83,0,3,O-,Oleosa
723,Castanho,Castanho,Branca,183.65,114.94,3,1,O+,Normal
724,Castanho,Castanho,Parda,157.08,105.06,5,0,AB-,Mista
725,Loiro,Verde,Parda,170.0,59.26,4,3,O-,Oleosa
726,Castanho,Azul,Amarela,183.9,100.02,3,1,O+,Seca
727,Preto,Verde,Negra,186.3,79.71,5,0,O+,Mista
728,Castanho,Verde,Branca,176.09,47.91,0,1,O+,Normal
729,Loiro,Castanho,Parda,182.26,105.81,3,1,AB+,Seca
730,Ruivo,Verde,Indígena,183.35,100.95,2,1,O-,Oleosa
731,Ruivo,Azul,Amarela,165.37,84.38,5,0,O+,Normal
732,Preto,Preto,Amarela,164.88,43.65,3,1,A+,Oleosa
733,Loiro,Verde,Parda,151.04,99.94,4,3,AB-,Mista
734,Ruivo,Verde,Amarela,193.97,110.77,4,1,B+,Normal
735,Ruivo,Castanho,Branca,187.82,100.61,5,0,A+,Seca
736,Castanho,Castanho,Negra,156.53,110.73,5,0,AB-,Mista
737,Ruivo,Castanho,Amarela,186.11,52.45,4,2,B+,Oleosa
738,Preto,Preto,Indígena,192.25,119.02,5,1,O+,Mista
739,Ruivo,Castanho,Parda,171.54,68.38,2,0,AB+,Oleosa
740,Preto,Azul,Amarela,155.2,97.22,4,3,AB-,Normal
741,Preto,Azul,Parda,198.04,118.22,3,0,AB-,Oleosa
742,Castanho,Castanho,Indígena,162.59,119.25,2,1,B+,Normal
743,Loiro,Castanho,Indígena,173.1,97.74,4,1,A-,Mista
744,Preto,Preto,Negra,152.04,60.67,4,3,O-,Oleosa
745,Ruivo,Preto,Amarela,169.51,86.55,3,0,AB-,Oleosa
746,Ruivo,Azul,Branca,197.27,62.79,4,0,A+,Mista
747,Preto,Preto,Amarela,181.58,118.25,4,1,AB+,Normal
748,Ruivo,Castanho,Amarela,157.83,77.33,0,1,O-,Normal
749,Castanho,Preto,Parda,197.31,81.91,2,1,B+,Oleosa
750,Ruivo,Castanho,Indígena,168.68,109.39,1,3,O-,Mista
751,Castanho,Azul,Branca,164.53,113.7,1,3,B+,Normal
752,Preto,Verde,Amarela,193.67,90.29,0,2,O-,Seca
753,Preto,Preto,Negra,159.33,46.16,3,1,AB-,Normal
754,Preto,Azul,Indígena,189.43,116.66,0,3,AB+,Oleosa
755,Castanho,Azul,Branca,186.06,67.26,0,0,AB+,Normal
756,Ruivo,Preto,Amarela,168.45,67.02,2,2,B+,Mista
757,Castanho,Verde,Negra,177.17,53.25,4,2,B+,Seca
758,Ruivo,Castanho,Amarela,159.35,49.55,3,2,A+,Seca
759,Ruivo,Azul,Parda,159.58,77.8,2,3,O+,Oleosa
760,Castanho,Azul,Amarela,193.27,53.32,3,3,A-,Normal
761,Loiro,Verde,Indígena,186.46,82.28,2,1,AB-,Oleosa
762,Preto,Castanho,Branca,183.43,109.38,4,1,A+,Mista
763,Ruivo,Azul,Parda,173.49,75.49,5,0,O+,Seca
764,Ruivo,Verde,Parda,165.39,99.57,0,3,B+,Mista
765,Castanho,Preto,Negra,189.6,77.73,4,1,O-,Oleosa
766,Loiro,Verde,Branca,193.15,102.35,4,1,B-,Normal
767,Preto,Verde,Branca,175.65,87.9,4,1,O+,Normal
768,Loiro,Azul,Indígena,198.0,44.5,5,0,AB+,Oleosa
769,Preto,Castanho,Negra,176.52,58.14,0,0,A+,Oleosa
770,Ruivo,Preto,Negra,195.81,48.96,0,1,A+,Mista
771,Ruivo,Verde,Amarela,151.12,73.24,3,3,O+,Normal
772,Castanho,Preto,Indígena,161.29,74.14,0,0,O-,Seca
773,Castanho,Castanho,Negra,155.45,84.2,3,2,B+,Seca
774,Loiro,Preto,Branca,162.07,80.96,1,2,AB+,Mista
775,Loiro,Preto,Negra,184.87,102.34,5,3,O+,Oleosa
776,Preto,Azul,Amarela,175.94,77.6,5,3,O+,Seca
777,Castanho,Castanho,Indígena,191.52,106.78,5,2,B-,Seca
778,Ruivo,Verde,Amarela,163.77,50.38,2,2,A+,Seca
779,Castanho,Azul,Indígena,186.27,56.22,3,1,B-,Seca
780,Loiro,Azul,Indígena,156.71,87.66,1,2,B+,Normal
781,Castanho,Verde,Negra,180.5,100.65,0,3,A-,Mista
782,Ruivo,Castanho,Branca,184.86,90.7,3,3,AB+,Mista
